id,station_name,line_name,station_type,lat,lng,source
1327,김유정,경춘선,urban_rail,37.818475,127.714302,KRIC_전체_도시철도역사정보_20260228
0512,김포공항,5호선,urban_rail,37.56217,126.801273,KRIC_전체_도시철도역사정보_20260228
4102,김포공항,서울 도시철도 9호선,urban_rail,37.562056,126.801633,KRIC_전체_도시철도역사정보_20260228
A05,김포공항,인천국제공항선,urban_rail,37.56211652,126.8015442,KRIC_전체_도시철도역사정보_20260228
G109|1980,김포공항,김포도시철도·서해선,urban_rail,37.562309,126.801833,KRIC_전체_도시철도역사정보_20260228
0012,김해대학,부산김해경전철,urban_rail,35.22899,128.915612,KRIC_전체_도시철도역사정보_20260228
0014,김해시청,부산김해경전철,urban_rail,35.227103,128.89041,KRIC_전체_도시철도역사정보_20260228
0518,까치산,5호선,urban_rail,37.5322,126.84645,KRIC_전체_도시철도역사정보_20260228
3753,까치울,도시철도 7호선,urban_rail,37.506236,126.81095,KRIC_전체_도시철도역사정보_20260228
0404,낙민,부산 경량도시철도 4호선,urban_rail,35.20025,129.09078,KRIC_전체_도시철도역사정보_20260228
0227,낙성대(강감찬),2호선,urban_rail,37.47713,126.963583,KRIC_전체_도시철도역사정보_20260228
103,남광주,광주도시철도 1호선,urban_rail,35.1389849,126.92318,KRIC_전체_도시철도역사정보_20260228
0745,남구로,7호선,urban_rail,37.486181,126.887372,KRIC_전체_도시철도역사정보_20260228
3225,남동구청,인천지하철 2호선,urban_rail,37.448179,126.736581,KRIC_전체_도시철도역사정보_20260228
1883,남동인더스파크,수인선,urban_rail,37.407668,126.695613,KRIC_전체_도시철도역사정보_20260228
0341,남부터미널(예술의전당),3호선,urban_rail,37.48494,127.016289,KRIC_전체_도시철도역사정보_20260228
0132,남산,부산 도시철도 1호선,urban_rail,35.26528,129.0925,KRIC_전체_도시철도역사정보_20260228
0330,남산(계명네거리),대구 도시철도 3호선,urban_rail,35.85668979,128.5834576,KRIC_전체_도시철도역사정보_20260228
0311,남산정,부산 도시철도 3호선,urban_rail,35.21333,129.02392,KRIC_전체_도시철도역사정보_20260228
0737,남성,7호선,urban_rail,37.484688,126.971108,KRIC_전체_도시철도역사정보_20260228
0242,남양산,부산 도시철도 2호선,urban_rail,35.32533,129.01942,KRIC_전체_도시철도역사정보_20260228
1002,남영,경부선,urban_rail,37.540597,126.971171,KRIC_전체_도시철도역사정보_20260228
0821,남위례,8호선,urban_rail,37.462839,127.139047,KRIC_전체_도시철도역사정보_20260228
8019,남창,동해선,urban_rail,35.419713,129.28223,KRIC_전체_도시철도역사정보_20260228
0211,남천,부산 도시철도 2호선,urban_rail,35.14217,129.10797,KRIC_전체_도시철도역사정보_20260228
1328,남춘천,경춘선,urban_rail,37.864071,127.723761,KRIC_전체_도시철도역사정보_20260228
0434,남태령,4호선,urban_rail,37.464339,126.989081,KRIC_전체_도시철도역사정보_20260228
0111,남포,부산 도시철도 1호선,urban_rail,35.09778,129.03472,KRIC_전체_도시철도역사정보_20260228
0823,남한산성입구(성남법원·검찰청),8호선,urban_rail,37.451568,127.159845,KRIC_전체_도시철도역사정보_20260228
0097,낫개,부산 도시철도 1호선,urban_rail,35.065179,128.979702,KRIC_전체_도시철도역사정보_20260228
0227,내당,대구 도시철도 2호선,urban_rail,35.860194,128.564593,KRIC_전체_도시철도역사정보_20260228
0735,내방,7호선,urban_rail,37.48764,126.993541,KRIC_전체_도시철도역사정보_20260228
0224,냉정,부산 도시철도 2호선,urban_rail,35.15125,129.01228,KRIC_전체_도시철도역사정보_20260228
4118,노들,서울 도시철도 9호선,urban_rail,37.512726,126.953096,KRIC_전체_도시철도역사정보_20260228
1004,노량진,경부선,urban_rail,37.514072,126.941671,KRIC_전체_도시철도역사정보_20260228
4117,노량진,서울 도시철도 9호선,urban_rail,37.513667,126.940917,KRIC_전체_도시철도역사정보_20260228
0411,노원,4호선,urban_rail,37.656274,127.063183,KRIC_전체_도시철도역사정보_20260228
0713,노원,7호선,urban_rail,37.654478,127.060555,KRIC_전체_도시철도역사정보_20260228
0120,노은,대전 도시철도 1호선,urban_rail,36.37415,127.317835,KRIC_전체_도시철도역사정보_20260228
0134,노포,부산 도시철도 1호선,urban_rail,35.28361,129.095,KRIC_전체_도시철도역사정보_20260228
100,녹동,광주도시철도 1호선,urban_rail,35.107028,126.933932,KRIC_전체_도시철도역사정보_20260228
0323,녹번,3호선,urban_rail,37.600882,126.935758,KRIC_전체_도시철도역사정보_20260228
0629,녹사평(용산구청),6호선,urban_rail,37.53469,126.98665,KRIC_전체_도시철도역사정보_20260228
1908,녹양,경원선,urban_rail,37.759416,127.042272,KRIC_전체_도시철도역사정보_20260228
1021,녹천,경원선,urban_rail,37.644599,127.051406,KRIC_전체_도시철도역사정보_20260228
0732,논현,7호선,urban_rail,37.511108,127.021385,KRIC_전체_도시철도역사정보_20260228
D005,논현,신분당선,urban_rail,37.5108115,127.0213658,KRIC_전체_도시철도역사정보_20260228
109,농성,광주도시철도 1호선,urban_rail,35.153363,126.883973,KRIC_전체_도시철도역사정보_20260228
1271,능곡,경의중앙선·서해선,urban_rail,37.618741,126.82089,KRIC_전체_도시철도역사정보_20260228
1760,능길,수인선·안산과천선,urban_rail,37.337488,126.767306,KRIC_전체_도시철도역사정보_20260228
0096,다대포항,부산 도시철도 1호선,urban_rail,35.057288,128.971151,KRIC_전체_도시철도역사정보_20260228
0095,다대포해수욕장,부산 도시철도 1호선,urban_rail,35.048229,128.965919,KRIC_전체_도시철도역사정보_20260228
0217,다사,대구 도시철도 2호선,urban_rail,35.86495301,128.4582876,KRIC_전체_도시철도역사정보_20260228
805,다산,수도권 광역철도 8호선,urban_rail,37.62437,127.1498,KRIC_전체_도시철도역사정보_20260228
0824,단대오거리,8호선,urban_rail,37.445057,127.156735,KRIC_전체_도시철도역사정보_20260228
4811,달미,서해선,urban_rail,37.3490003,126.809318,KRIC_전체_도시철도역사정보_20260228
0327,달성공원,대구 도시철도 3호선,urban_rail,35.87573001,128.5821218,KRIC_전체_도시철도역사정보_20260228
1878,달월,수인선,urban_rail,37.379993,126.745431,KRIC_전체_도시철도역사정보_20260228
0236,담티(수성대·대륜),대구 도시철도 2호선,urban_rail,35.854841,128.654151,KRIC_전체_도시철도역사정보_20260228
0542,답십리,5호선,urban_rail,37.566833,127.05266,KRIC_전체_도시철도역사정보_20260228
S407,당곡,수도권 경량도시철도 신림선,urban_rail,37.490039105,126.927568759,KRIC_전체_도시철도역사정보_20260228
0103,당리,부산 도시철도 1호선,urban_rail,35.10333,128.97417,KRIC_전체_도시철도역사정보_20260228
0237,당산,2호선,urban_rail,37.534807,126.902611,KRIC_전체_도시철도역사정보_20260228
4113,당산,서울 도시철도 9호선,urban_rail,37.533844,126.902222,KRIC_전체_도시철도역사정보_20260228
1729,당정,경부선,urban_rail,37.34338,126.948388,KRIC_전체_도시철도역사정보_20260228
1953,대곡,일산선·경의중앙선·서해선,urban_rail,37.631629,126.811025,KRIC_전체_도시철도역사정보_20260228
0117,대곡(정부대구청사),대구 도시철도 1호선,urban_rail,35.809571,128.51257,KRIC_전체_도시철도역사정보_20260228
1452,대공원,안산과천선,urban_rail,37.435724,127.006474,KRIC_전체_도시철도역사정보_20260228
0132,대구,대구 도시철도 1호선,urban_rail,35.876379,128.596919,KRIC_전체_도시철도역사정보_20260228
7006,대구,대경선,urban_rail,35.876,128.5961,KRIC_전체_도시철도역사정보_20260228
0232,대구은행(대구교육청),대구 도시철도 2호선,urban_rail,35.859868,128.613975,KRIC_전체_도시철도역사정보_20260228
0147,대구한의대병원,대구 도시철도 1호선,urban_rail,35.8717089,128.7508237,KRIC_전체_도시철도역사정보_20260228
0103,대동,대전 도시철도 1호선,urban_rail,36.329532,127.442848,KRIC_전체_도시철도역사정보_20260228
0233,대림(구로구청),2호선,urban_rail,37.4932826,126.8949793,KRIC_전체_도시철도역사정보_20260228
0744,대림(구로구청),7호선,urban_rail,37.492984,126.896997,KRIC_전체_도시철도역사정보_20260228
0124,대명,대구 도시철도 1호선,urban_rail,35.8392924,128.5652846,KRIC_전체_도시철도역사정보_20260228
1028,대모산입구,분당선,urban_rail,37.491347,127.072702,KRIC_전체_도시철도역사정보_20260228
1005,대방,경부선,urban_rail,37.513392,126.926407,KRIC_전체_도시철도역사정보_20260228
S402,대방,수도권 경량도시철도 신림선,urban_rail,37.512840166,126.925316781,KRIC_전체_도시철도역사정보_20260228
0333,대봉교,대구 도시철도 3호선,urban_rail,35.85499783,128.6063685,KRIC_전체_도시철도역사정보_20260228
0009,대사,부산김해경전철,urban_rail,35.217657,128.938417,KRIC_전체_도시철도역사정보_20260228
1320,대성리,경춘선,urban_rail,37.683909,127.379165,KRIC_전체_도시철도역사정보_20260228
0218,대실,대구 도시철도 2호선,urban_rail,35.8573333,128.4656264,KRIC_전체_도시철도역사정보_20260228
1752,대야미,안산과천선,urban_rail,37.328304,126.917161,KRIC_전체_도시철도역사정보_20260228
0213,대연,부산 도시철도 2호선,urban_rail,35.13512,129.09218,KRIC_전체_도시철도역사정보_20260228
0317,대저,부산 도시철도 3호선,urban_rail,35.21343,128.96074,KRIC_전체_도시철도역사정보_20260228
0007,대저,부산김해경전철,urban_rail,35.213066,128.960562,KRIC_전체_도시철도역사정보_20260228
0104,대전,대전 도시철도 1호선,urban_rail,36.331583,127.433118,KRIC_전체_도시철도역사정보_20260228
0347,대청,3호선,urban_rail,37.493607,127.079526,KRIC_전체_도시철도역사정보_20260228
0345,대치,3호선,urban_rail,37.494601,127.063449,KRIC_전체_도시철도역사정보_20260228
0106,대티,부산 도시철도 1호선,urban_rail,35.10306,128.99972,KRIC_전체_도시철도역사정보_20260228
1958,대화,일산선,urban_rail,37.675883,126.747756,KRIC_전체_도시철도역사정보_20260228
0625,대흥(서강대앞),6호선,urban_rail,37.547732,126.942214,KRIC_전체_도시철도역사정보_20260228
1910,덕계,경원선,urban_rail,37.818761,127.056676,KRIC_전체_도시철도역사정보_20260228
0005,덕두,부산김해경전철,urban_rail,35.182001,128.954198,KRIC_전체_도시철도역사정보_20260228
1208,덕소,경의중앙선,urban_rail,37.586892,127.208835,KRIC_전체_도시철도역사정보_20260228
1911,덕정,경원선,urban_rail,37.843216,127.061511,KRIC_전체_도시철도역사정보_20260228
0233,덕천,부산 도시철도 2호선,urban_rail,35.21011,129.00533,KRIC_전체_도시철도역사정보_20260228
0313,덕천,부산 도시철도 3호선,urban_rail,35.210139,129.005545,KRIC_전체_도시철도역사정보_20260228
0228,덕포,부산 도시철도 2호선,urban_rail,35.17378,128.98394,KRIC_전체_도시철도역사정보_20260228
8021,덕하,동해선,urban_rail,35.494007,129.303094,KRIC_전체_도시철도역사정보_20260228
0344,도곡,3호선,urban_rail,37.491129,127.055694,KRIC_전체_도시철도역사정보_20260228
